UAHUKX7GH1U-00001-00000210-00000311 こんにちは、だつで
WF75J7w_6wu-00247-00063070-00063288 実際にMSMSスペクトルを
WF75J7w_6wu-00248-00063289-00063547 我々がマニュアルでクリエーションして
WF75J7w_6wu-00249-00063548-00063891 間違いなくこのセリンの方が連載されている
WF75J7w_6wu-00250-00063892-00064182 ていてそれを人の172番はにさかされ
WF75J7w_6wu-00251-00064183-00064465 いないということがわかりました
WF75J7w_6wu-00252-00064466-00064745 なので多分大急ぎで解析したから
WF75J7w_6wu-00253-00064746-00064907 いうことがポツポツできているのかもしれ
WF75J7w_6wu-00254-00064908-00065021 ませんけども
WF75J7w_6wu-00255-00065022-00065462 統一した基準で同じ基準で大規模な
WF75J7w_6wu-00256-00065463-00065768 データを一定に解析していくっていうのが
WF75J7w_6wu-00257-00065769-00065969 非常に重要なことだというのが改めて
WF75J7w_6wu-00258-00065970-00066250 よくわかったわけです
WF75J7w_6wu-00259-00066251-00066469 最後ですけどもこれ使って
WF75J7w_6wu-00260-00066470-00066733 いただいて何ものものなのでえっと使っ
WF75J7w_6wu-00261-00066734-00066865 いただきたいんですが
WF75J7w_6wu-00262-00066866-00067237 やはり我々とぜひコラボをしたい
WF75J7w_6wu-00263-00067238-00068100 一緒になって大きなデータをいろんな視点から解析していただきたいなと思っています
WF75J7w_6wu-00264-00068101-00068398 これチームメンバーで
WF75J7w_6wu-00265-00068399-00068671 この中で知っている人はいてもらえますか?
WF75J7w_6wu-00266-00068672-00068890 いなくてもいいんですがなんか面白い相手
WF75J7w_6wu-00267-00068891-00069142 思っている方はぜひ声をかけていただける
WF75J7w_6wu-00269-00069407-00069538 たいと思います
Wek5Fe_Pt7Q-00000-00000035-00000288 今日もまた、お会いしてしまうよ
Wek5Fe_Pt7Q-00001-00000289-00000605 ハカゲ君を引き上げるのが早かったり目を離して
Wek5Fe_Pt7Q-00002-00000606-00000802 ルシにありがとうとか言われて逃げられちゃった
Wek5Fe_Pt7Q-00003-00000803-00000893 よぎ
Wek5Fe_Pt7Q-00004-00000894-00001079 しなげん?いやいいのよ
Wek5Fe_Pt7Q-00006-00001374-00001657 ダメな気がする
X3QqCnIReP8-00005-00003066-00003486 聞いさえたらいいだぞれ
X3QqCnIReP8-00011-00006508-00006752 こいつにいたらすぐに知らせよう
X3QqCnIReP8-00027-00013821-00014041 明日連絡します
X3QqCnIReP8-00028-00014043-00014238 どうかそれまで
X3QqCnIReP8-00029-00014240-00014405 東島組から
X3QqCnIReP8-00039-00022482-00022732 じゃやだ
X3QqCnIReP8-00040-00022733-00023403 ましょうよ課長
X3QqCnIReP8-00044-00023938-00024155 あなたのがー
X3QqCnIReP8-00045-00024156-00024721 悪かった大丈夫か
X3QqCnIReP8-00046-00024722-00025117 それで進むと思ってるのか
X3QqCnIReP8-00050-00028112-00028221 あの
X3QqCnIReP8-00051-00028222-00028499 もしかして、キリアさん?
X3QqCnIReP8-00053-00029016-00029123 ちょっと
X3QqCnIReP8-00054-00029124-00029526 どうしたの?
X3QqCnIReP8-00055-00029527-00029830 怪我してるの大丈夫
X3QqCnIReP8-00057-00029944-00030181 大した怪我じゃねえ
X3QqCnIReP8-00058-00030182-00030387 何があるの?
X3QqCnIReP8-00059-00030388-00030611 いいんだ、なんでもない
X3QqCnIReP8-00060-00030612-00030895 それよりも言ってくれ
X3QqCnIReP8-00061-00030895-00031105 あんたも俺と一緒にいるとまずいこと
X3QqCnIReP8-00064-00031372-00031845 どうします? 身に追われてるの?
X3QqCnIReP8-00066-00032031-00032260 言ったくないでしょ
X3QqCnIReP8-00068-00032354-00032623 あんたに迷惑はかかる
X3QqCnIReP8-00070-00032932-00033192 気にしないでほっとけだい
X3QqCnIReP8-00071-00033193-00033595 錦山君の兄弟分に捨てるな
X3QqCnIReP8-00076-00034590-00034853 そのふうに言われて引っ込めると思う
X3QqCnIReP8-00078-00035042-00035380 来ないんだったら 今ここで大声あげる 本気よ
X3QqCnIReP8-00080-00035452-00035687 コーチのお気ぃピスタリア
X3QqCnIReP8-00081-00035688-00035960 お願いだからこれ以上時間かけさせない
X3QqCnIReP8-00083-00036237-00036509 私は先に行って店を閉めるからキリュウさんは
X3QqCnIReP8-00084-00036510-00036699 少ししたら後から来て
X3QqCnIReP8-00085-00036700-00037437 目立たないように ドラグチから入るといいわ
X3QqCnIReP8-00087-00037949-00038488 謝るのはそれで最後にしてね。
X3QqCnIReP8-00096-00043396-00043765 ちゃんと来てくれたのね、桐生さん。
X3QqCnIReP8-00097-00043766-00043950 あまり長いはしない
X3QqCnIReP8-00098-00043951-00044333 立花って踊るから連絡が来るまでだ
X3QqCnIReP8-00100-00044616-00044770 マルチロン…
X3QqCnIReP8-00101-00044771-00046133 座って。とにかく頭の傷、手当てしなきゃ。
X3QqCnIReP8-00103-00046431-00046580 今
X3QqCnIReP8-00104-00046581-00046986 認識がどうしてるか 死んでるか
X3QqCnIReP8-00105-00046987-00047266 風間組の事務所に詰めているみたい
X3QqCnIReP8-00106-00047267-00047500 さっきも出入りしているの見かけた
X3QqCnIReP8-00107-00047501-00047855 なんだかすごく怖い顔してたけど
X3QqCnIReP8-00110-00048230-00048502 傷そこまで深くはないみたい
X3QqCnIReP8-00111-00048503-00049583 消毒だけするわ
X3QqCnIReP8-00113-00049720-00049992 桐生さん 錦山君と兄弟の縁
X3QqCnIReP8-00114-00049993-00050227 起きたって言ってたよね
X3QqCnIReP8-00115-00050228-00050512 それせん彼を巻き込みたくないからな
X3QqCnIReP8-00116-00050513-00050783 でしょ うん今の俺は
X3QqCnIReP8-00117-00050784-00051095 当時までに全員に追われている
X3QqCnIReP8-00119-00051236-00051529 俺と関わらない方がいい
X3QqCnIReP8-00120-00051530-00051775 そんなことだと思った
X3QqCnIReP8-00121-00051776-00052150 結局あなた達ってお互いを自分の身以上に
X3QqCnIReP8-00122-00052151-00052315 思ってる
X3QqCnIReP8-00123-00052316-00052600 錦山君が家に来る時いつもあなたの
X3QqCnIReP8-00124-00052601-00052854 ことを楽しそうに話してた
X3QqCnIReP8-00125-00052854-00053115 私にはそんな仲間がいないから…
X3QqCnIReP8-00126-00053116-00053341 すごく羨ましい。
X3QqCnIReP8-00127-00053341-00053551 何しても
X3QqCnIReP8-00128-00053552-00053788 俺はこれ以上あいつの荷物になりたくない
X3QqCnIReP8-00131-00054720-00055015 兄弟を苦しめたくない
X3QqCnIReP8-00133-00055330-00055530 あのねキユさん
X3QqCnIReP8-00134-00055532-00055753 一応知らせとくけど
X3QqCnIReP8-00135-00055754-00056250 あなたのこと、本日も探してる。
X3QqCnIReP8-00136-00056251-00056550 今日この店に 刑事が来て あなたに話し出したい
X3QqCnIReP8-00137-00056551-00056694 聞きたい
X3QqCnIReP8-00138-00056695-00057107 ごらんてリアル
X3QqCnIReP8-00139-00057108-00057430 どうやら時間切れってことらしい
X3QqCnIReP8-00140-00057432-00057628 時間切れ?
X3QqCnIReP8-00141-00057629-00057811 どういうこと?
X3QqCnIReP8-00142-00057812-00058145 俺には殺しの濡れ衣が着せられた
X3QqCnIReP8-00144-00058288-00058626 空の一坪に行っていた 死体の件だな
X3QqCnIReP8-00145-00058627-00058954 それを立花が殺に手を回して
X3QqCnIReP8-00146-00058954-00059351 俺への捜査を抑えてくれてたんだ
X3QqCnIReP8-00147-00059352-00059630 その猶予が切れた
X3QqCnIReP8-00148-00059632-00060160 でも濡れ衣っていうことは
X3QqCnIReP8-00153-00061244-00061453 キリス誰か来る
X3QqCnIReP8-00154-00061454-00061690 今の時間もうエレベーターは動かないはず
X3QqCnIReP8-00156-00061908-00063296 僕の部屋にしてくれ
X3QqCnIReP8-00160-00064054-00064290 おら、出てこいやけえ!
X3QqCnIReP8-00161-00064291-00064679 この溝はずっと張ってたんだよバカが
X3QqCnIReP8-00162-00064680-00064932 こそここ隠れてんじゃねぇ
X3QqCnIReP8-00166-00065903-00066293 おい応援呼んで来い サインだ
X3QqCnIReP8-00170-00067097-00067356 ここについてだな
X3QqCnIReP8-00172-00067566-00067901 もう県への居場所はどこにもねえんだよ
X3QqCnIReP8-00173-00067902-00068233 てぃ
X3QqCnIReP8-00177-00071941-00072592 キリス…
X3QqCnIReP8-00178-00072593-00072944 店やらしてすまなかった 例が
X3QqCnIReP8-00180-00073312-00073569 すぐにこいつらの仲間が集まってくる
X3QqCnIReP8-00181-00073570-00073744 いいかにゃと
X3QqCnIReP8-00182-00073745-00073972 待て、警察を呼ぶ
X3QqCnIReP8-00183-00073973-00074227 逮捕されるかもしれないけどそれでも
X3QqCnIReP8-00184-00074228-00074465 殺意なら殺されない
X3QqCnIReP8-00186-00074627-00074866 ヤクザがここまでやるからには
X3QqCnIReP8-00187-00074867-00075197 さすが来たところで引きはしない
X3QqCnIReP8-00188-00075198-00075502 俺を始末するまではな
X3QqCnIReP8-00189-00075503-00075671 そんな
X3QqCnIReP8-00190-00075672-00076015 誰か他に助けはいないの
X3QqCnIReP8-00192-00076160-00076512 あんたにも迷惑かけずに済んだ
X3QqCnIReP8-00193-00076513-00076863 わくだなって
X3QqCnIReP8-00196-00077228-00077820 頼まれてくれるか
X3QqCnIReP8-00199-00078278-00078453 ご一緒
X3QqCnIReP8-00200-00078454-00078721 錦に渡してほしい
X3QqCnIReP8-00202-00078942-00079179 これは
X3QqCnIReP8-00204-00079466-00079963 それを私ていこう伝えてくれ
X3QqCnIReP8-00205-00079964-00080429 俺のために復讐するのだけはやめろと
X3QqCnIReP8-00208-00080811-00081058 俺の二の舞になる
X3QqCnIReP8-00209-00081059-00081242 桐生さん
X3QqCnIReP8-00210-00081243-00082802 みなさん
X3QqCnIReP8-00212-00083078-00083875 もう逃げらんないぞキリュウだね
X3QqCnIReP8-00213-00083876-00084146 こんだけ道連れがいいや
X3QqCnIReP8-00215-00084613-00084850 まだまだ駆けつけてくる
X3QqCnIReP8-00217-00085036-00085346 ゆご不眠はてめえだけだ。
X3QqCnIReP8-00219-00085533-00086748 うっそだぜぇ
X3QqCnIReP8-00241-00095955-00096230 な、なんて野郎だ
X3QqCnIReP8-00242-00096231-00098568 マジかよ
X3QqCnIReP8-00246-00100234-00100450 兄弟
X3QqCnIReP8-00249-00100918-00101547 いつがこうなるほどは分かってたんじゃろう
X3QqCnIReP8-00250-00101548-00102080 報道指示が進まなくなっちまって終わる
X3QqCnIReP8-00251-00102081-00102380 立花の居所は後でじっくり終わる
X3QqCnIReP8-00252-00102381-00102594 の体に効く
X3QqCnIReP8-00254-00102801-00103181 死んでもらうことに変わりやねえよね
X3QqCnIReP8-00255-00103182-00103365 キョウグイ
X3QqCnIReP8-00256-00103366-00103694 気軽なテレビに来るデュー
X3QqCnIReP8-00260-00104840-00105242 ここんとバッサリ姿消ししまったな
X3QqCnIReP8-00263-00105765-00105938 風間の頭も
X3QqCnIReP8-00264-00105939-00106300 おめえを見殺しにするけれい
X3QqCnIReP8-00266-00106585-00107093 今時の人気ってやつだよ
X3QqCnIReP8-00268-00107314-00107920 必ずからの一つを手に入れ そうね
X3QqCnIReP8-00270-00108406-00108625 俺はどんな身に遭うが
X3QqCnIReP8-00271-00108626-00108895 立花の見所は白京に
X3QqCnIReP8-00272-00108896-00109201 今ここで追い詰められている
X3QqCnIReP8-00275-00109889-00110191 任せとけ、兄弟
X3QqCnIReP8-00277-00110527-00110881 たっぷり楽しませてもらうぜ
X3QqCnIReP8-00319-00130786-00131156 もうミスは
X3QqCnIReP8-00324-00132431-00132679 きれいさん、見て!
X3QqCnIReP8-00328-00133411-00133671 遅くなりましたし
X3QqCnIReP8-00329-00133672-00133985 あいにく車の運転は得意じゃないね
X3QqCnIReP8-00330-00133986-00134364 しっかり捕まっててください
X3QqCnIReP8-00341-00139846-00140200 道島組の締め付けで
X3QqCnIReP8-00342-00140201-00140649 うちの情報も動きが鈍っていまして
X3QqCnIReP8-00344-00140797-00140935 なかなか
X3QqCnIReP8-00345-00140936-00141348 あなたの状況がつかめず
X3QqCnIReP8-00346-00141349-00141848 小田さんに知らせる暇もありませんでした
X3QqCnIReP8-00347-00141849-00142030 おかげで
X3QqCnIReP8-00348-00142031-00142526 自分で慣れない運転をする羽目に
X3QqCnIReP8-00349-00142527-00142864 あんたにも苦手なもんがあったんだ
X3QqCnIReP8-00350-00142865-00143112 苦手というか
X3QqCnIReP8-00351-00143113-00143319 いわゆるペーパードライバーっていう
X3QqCnIReP8-00353-00143750-00143984 緊張した
X3QqCnIReP8-00354-00143985-00144215 おかげで助かった
X3QqCnIReP8-00355-00144216-00144446 アンテはこのけりゃ
X3QqCnIReP8-00357-00144660-00145381 あそこで終わっていたほらああもちろんだ
X3QqCnIReP8-00358-00145382-00145786 自分はもっと強い人間だと思ってたんだ
X3QqCnIReP8-00359-00145787-00146086 大蔵と女に突っ走ったところで
X3QqCnIReP8-00360-00146087-00146550 そのケツは全部自分で取れるつもりでいた
X3QqCnIReP8-00361-00146551-00146756 いません
X3QqCnIReP8-00362-00146757-00146989 俺が近くに行くだけだ
X3QqCnIReP8-00364-00147501-00147822 守ろうとしてくれた人たち
X3QqCnIReP8-00370-00148925-00149301 たくさんの人間に守られていただけだった
X3QqCnIReP8-00371-00149302-00149638 それに気づかずにいたツケが
X3QqCnIReP8-00372-00149639-00150155 今だって回ってきたらしい
X3QqCnIReP8-00373-00150156-00150461 なるかなったら
X3QqCnIReP8-00374-00150462-00150630 私があなたなら
X3QqCnIReP8-00376-00150867-00151087 そんなことは気にしません
X3QqCnIReP8-00379-00151441-00151749 自分の周りにいる人間は
X3QqCnIReP8-00380-00151750-00152106 全て利用すればいいと思っています
X3QqCnIReP8-00381-00152107-00152393 私の育ってきた環境では
X3QqCnIReP8-00382-00152394-00152779 誰もがそうしていました
X3QqCnIReP8-00383-00152780-00152962 でなければ
X3QqCnIReP8-00384-00152963-00153184 生き残れないし
X3QqCnIReP8-00385-00153185-00153513 のし上がっていくこともできません
X3QqCnIReP8-00386-00153514-00153771 金でもなんでも使っていい
X3QqCnIReP8-00387-00153772-00154062 いかに周りの人間よ
X3QqCnIReP8-00388-00154063-00154294 利用するかだけを考えるんです
X3QqCnIReP8-00390-00154529-00154779 あれは
X3QqCnIReP8-00392-00155073-00155293 遠い世界の話でしょうけどね
