CFWRJ0FZ1S8-00001-00001898-00002354 クヨクビシチョウ!イジジェデザイン!
IoN6cX8DS0k-00158-00053049-00053938 めちゃめちゃうまいです
IoN6cX8DS0k-00159-00053939-00054337 はいもうこれ具材が余ってしまったので
IoN6cX8DS0k-00161-00054629-00054844 おすすめでご飯といらてんしゅん。きちゅうござい。
IoN6cX8DS0k-00164-00056291-00056482 ボトッチラーメンってのはガッ
IoN6cX8DS0k-00165-00056483-00057423 食うように食うのが一番うまいですね
IoN6cX8DS0k-00168-00057811-00058091 ですよね
IoN6cX8DS0k-00171-00058695-00059204 うまっ
IoN6cX8DS0k-00172-00059204-00059487 んー、もわっ
IoN6cX8DS0k-00174-00059750-00060096 まぶんってことで今2回目
IoN6cX8DS0k-00175-00060097-00060372 ました次までそばがあるんですけど
IoN6cX8DS0k-00176-00060373-00060591 すごい量の麺が入ってたんで
IoN6cX8DS0k-00178-00060804-00060979 ブライパンに収まりきれないチャージュー
IoN6cX8DS0k-00181-00061680-00061965 はい、ということで最後いただきますのはこちらで。
IoN6cX8DS0k-00182-00061966-00062255 ございます電話しのまぜそばなんですけど
IoN6cX8DS0k-00183-00062257-00062555 こちらもすごいサービスいただきましてお肉
IoN6cX8DS0k-00184-00062557-00062855 こんな感じでございます
IoN6cX8DS0k-00185-00062857-00063186 肉ましするには肉ましの券も3、4枚ぐらいです
IoN6cX8DS0k-00186-00063187-00063372 なると思うんですけど
IoN6cX8DS0k-00187-00063373-00063645 ということで、こんな感じでお付き合いいただきました。
IoN6cX8DS0k-00188-00063646-00063811 ももちろん大盛りになっておりますので
IoN6cX8DS0k-00189-00063812-00064009 早速ねいただきます
IoN6cX8DS0k-00190-00064010-00064399 けども案の定混ぜるのは無理ですね
IoN6cX8DS0k-00192-00064739-00065035 こんな感じで丁寧にね 焼いてありまして
IoN6cX8DS0k-00193-00065036-00065465 めちゃめちゃうまそうなレモン
IoN6cX8DS0k-00194-00065466-00065863 飛ばし香りするなうまいな
IoN6cX8DS0k-00197-00066210-00066338 見ろさず
IoN6cX8DS0k-00198-00066339-00066544 ありがとうございます
IoN6cX8DS0k-00199-00066545-00066654 鹿児島どう?
IoN6cX8DS0k-00200-00066655-00066928 で、ちょっと一緒に
IoN6cX8DS0k-00201-00066929-00067225 注文させていただきましたこれとしま丼ですね
IoN6cX8DS0k-00202-00067226-00067492 もう本当に徳島ラーメンと同じ具前
IoN6cX8DS0k-00203-00067493-00067951 もうふんざんに飲んでるよめっちゃ弱そう
IoN6cX8DS0k-00204-00067952-00068585 いいね2分何秒
IoN6cX8DS0k-00207-00068961-00069353 うわぁ、うまそうすね
IoN6cX8DS0k-00211-00069998-00070348 うっわっこっちはがっつり太めなの
IoN6cX8DS0k-00215-00071169-00071426 その風味めっちゃめちゃ効いてるんですね
IoN6cX8DS0k-00216-00071427-00071726 ありがとうございますいただきます
IoN6cX8DS0k-00217-00071727-00072003 カラー麺に変更っていうものがありまして
IoN6cX8DS0k-00218-00072004-00072338 それに使用している特製のラー油みたいな
IoN6cX8DS0k-00219-00072339-00072632 油も独特でスープを食べたら
IoN6cX8DS0k-00220-00072633-00072909 時に出る上澄みの油のみを使用して作っ
IoN6cX8DS0k-00221-00072910-00073204 てるがいいみたいでしてめっちゃ うまそう
IoN6cX8DS0k-00222-00073205-00073444 もうちょっと味方から
IoN6cX8DS0k-00226-00074620-00074866 アイスとバラ肉の甘じょっぱい
IoN6cX8DS0k-00227-00074867-00075186 感じの味付けに鰹の甘みが
IoN6cX8DS0k-00229-00075280-00076007 もうそこはありますね
IoN6cX8DS0k-00230-00076008-00076175 こちらのライン上で
IoN6cX8DS0k-00231-00076176-00076568 どうか
IoN6cX8DS0k-00232-00076569-00076880 皆さんこれカラー目に変更するとこんな感じ
IoN6cX8DS0k-00233-00076881-00077160 でございますね
IoN6cX8DS0k-00234-00077161-00077976 匂いがたまんねーですわ
IoN6cX8DS0k-00239-00079265-00079537 カラーメンは辛さ一杯メモできる
IoN6cX8DS0k-00240-00079538-00080008 この子はどこにいるの?
IoN6cX8DS0k-00241-00080009-00080459 カツンとくるからミスね
IoN6cX8DS0k-00244-00082130-00082394 食べてるの横で見てたら
IoN6cX8DS0k-00245-00082395-00082963 うちも買いたいと思ってうちもテイクアウトの焼き飯をお願い
IoN6cX8DS0k-00246-00082964-00083416 ちょっと今もう我慢できるくらいじゃできないかなちょっとテイクアウトチェックもん
IoN6cX8DS0k-00247-00083417-00083774 マゼソバだったりラーメンだったりそれこそとくしま丼
IoN6cX8DS0k-00248-00083775-00084014 でもそうですしあとはね焼き飯なんかも
IoN6cX8DS0k-00249-00084015-00084424 テイクアウトできますので、ごひ皆さんもお持ち帰りしてもらって、
IoN6cX8DS0k-00250-00084425-00085748 してくれても楽しみください無理しないで徳島のテイクアウトしようもしよければなんですけどこれテイクアウトで大丈夫かなんだかんだ今日僕広めしかも含めても
IoN6cX8DS0k-00251-00085749-00085937 絶対4kgぐらいは食ってると思う
IoN6cX8DS0k-00253-00087615-00088023 ということで こちらは最後の一つでございます
IoN6cX8DS0k-00255-00088446-00088602 ご視聴ありがとうございました
IoN6cX8DS0k-00256-00088603-00088926 ありがとうございます
IoN6cX8DS0k-00259-00089377-00089728 このラーメン、まるでお酒のようなものです。
IoN6cX8DS0k-00260-00089729-00089976 めっちゃめっちゃ
IoN6cX8DS0k-00261-00089977-00090217 めっちゃうまかったです
IoN6cX8DS0k-00262-00090218-00090451 パララーメンって言うと関東でもちゃんと
IoN6cX8DS0k-00263-00090452-00090679 というところも素材ですし
IoN6cX8DS0k-00264-00090680-00090910 の方が多いと思うんですが
IoN6cX8DS0k-00265-00090911-00091160 動画を見て知ってもらったきっかけに
IoN6cX8DS0k-00266-00091161-00091475 パドルさんで関西の方はねぜひともこのトップ
IoN6cX8DS0k-00268-00091668-00091886 めちゃめちゃ美味しいよね。
IoN6cX8DS0k-00269-00091887-00092054 小田さんもそうですけれども
IoN6cX8DS0k-00270-00092055-00092287 ハイパーファット感も神奈川県内で
IoN6cX8DS0k-00271-00092288-00092573 近いのでそちらもお試しください
IoN6cX8DS0k-00272-00092574-00092851 神奈川県内だけでもですね
IoN6cX8DS0k-00273-00092852-00093584 リーダー皆さんたくさんございますので僕の動画を見てくださってそれをきっかけに食べたいなと思った方はぜひ実際お店に
IoN6cX8DS0k-00274-00093585-00094993 いってねこの美味しいラーメン食べてみてくださいということで本日もご視聴ありがとうございましたこの動画が良かったらチャンネル登録コメント高評価またですねサブチャンネルの方もやっておりますので概要欄の方から是非チェックして登録してみてくださいということで次の動画でお会いしましょう
IoN6cX8DS0k-00275-00094994-00095280 じゃねー
J12MiRuW_Jk-00001-00000367-00000720 私のズレズレなる日常演武さんですよね
J12MiRuW_Jk-00003-00000810-00001361 いうわけで本日はチャンネル登録よろしくお願いします
J12MiRuW_Jk-00005-00002080-00002430 プルプル音楽便利はこれだからいいんですよねー
J12MiRuW_Jk-00006-00002431-00002702 しっかり感じられる
J12MiRuW_Jk-00008-00003427-00003969 そこをおよびスマートフォンのアプリの方はクリックをお願いします。
J68CVggsswI-00000-00000686-00000994 皆さんこんにちはポリノです
J68CVggsswI-00001-00000994-00001461 今日なんとアドベンチャーでございます
J68CVggsswI-00002-00001462-00001797 始まりの予定なんですが、私はちょっと
J68CVggsswI-00003-00001798-00002274 泳ぎに行きたかった今にいるのは
J68CVggsswI-00005-00002603-00003058 ルースガイバーという場所で で、Googleマップなんですが
J68CVggsswI-00006-00003059-00003767 グラマ部分なんですがこちらは浜という場所ですね浜と書いてあって
J68CVggsswI-00007-00003768-00004181 じゃあ上ギャルじゃないのかなと
J68CVggsswI-00009-00004429-00004883 どうでしょうか実はこちらはまあ
J68CVggsswI-00010-00004884-00005690 こちらですね留守街は浜なんですけど一応ご覧の通り
J68CVggsswI-00011-00005691-00006098 あまりハマではございません
J68CVggsswI-00013-00006248-00006718 ハマではないんですが私は泳げるかもしれないちょっと確認してみます
J68CVggsswI-00014-00006719-00007111 もちろん周りも人がいないしでもなんか
J68CVggsswI-00015-00007112-00007528 ここの岩ですね、角岩ではないです。
J68CVggsswI-00016-00007529-00007987 ちゃんと伝説がございます
J68CVggsswI-00017-00007988-00008644 今からちょっと伝説のことを語りたいと思います
J68CVggsswI-00018-00008645-00008814 ちなみに私は
J68CVggsswI-00019-00008815-00009063 自転車できました
J68CVggsswI-00020-00009064-00009837 40分をかけて自転車で来ました来ましたんですが泳ぎたい気持ちですごくでも
J68CVggsswI-00021-00009838-00010219 どうでしょうかね、皆様。もう。
J68CVggsswI-00022-00010220-00010933 雨が降らないんですが結構気持ちいい天気なんですがこの場所は一体
J68CVggsswI-00023-00010934-00013253 泳いでもいいかなとちょっと迷っていますが一応はい
J68CVggsswI-00024-00013254-00013847 ブルースが今はいこちらでございますではちょっとトンボってみましょう
J68CVggsswI-00029-00015688-00016372 はい登ってきましたはい
J68CVggsswI-00031-00016472-00017166 話が進めましょうではこちらすごく素敵な伝説があるようですね
J68CVggsswI-00033-00017267-00017755 ですね、まあ、小川は勝山でございます
J68CVggsswI-00034-00017756-00017984 このお菓子は美味しいです。
J68CVggsswI-00035-00017985-00018235 伝説の内容ですね
J68CVggsswI-00036-00018236-00018538 ある男性と女性がいて
J68CVggsswI-00037-00018539-00019084 で、その二人はその勝山の男性と大石の女性がいて、
J68CVggsswI-00038-00019085-00019170 で
J68CVggsswI-00039-00019171-00019450 こいにおちました。
J68CVggsswI-00040-00019451-00019783 夜になったら
J68CVggsswI-00041-00019784-00019995 病院になったりですね
J68CVggsswI-00042-00019996-00020406 大石の女性はこちらに来てまだ名前がない
J68CVggsswI-00043-00020407-00020624 石まで来て
J68CVggsswI-00044-00020625-00020993 で火をつけました
J68CVggsswI-00045-00020994-00021395 火をつけて勝山の男性を
J68CVggsswI-00046-00021396-00021780 夏山の男性を待っていました
J68CVggsswI-00047-00021781-00022116 ねえ毎日寝やろその
J68CVggsswI-00048-00022117-00022784 男性はこちら。 水面を渡って、船ですね、船で水面を渡って、
J68CVggsswI-00050-00023219-00023672 で勝山の男性でたらい線で
J68CVggsswI-00051-00023673-00023898 川口湖を渡って
J68CVggsswI-00053-00024108-00024995 女性と女性を会いに来ましたはい
J68CVggsswI-00054-00024996-00025310 その美味しさの中性ですね
J68CVggsswI-00055-00025311-00025754 導いている火をつけてで毎夜
J68CVggsswI-00056-00025755-00026255 男性は安全な旅をすることができました
J68CVggsswI-00057-00026256-00026633 ただしかし、ある嵐の夜にですね
J68CVggsswI-00058-00026633-00027230 嵐の夜その女性王子の女性の火が消えてしまって
J68CVggsswI-00059-00027231-00027836 で、その男性ですね、うん、沈んでしまいました。はい、悲しい話ですよね。
J68CVggsswI-00060-00027837-00028099 男性は沈んでしまって
J68CVggsswI-00062-00028333-00028805 女性ですね。女性ですね。しばらく経ったと、それを
J68CVggsswI-00063-00028806-00029202 分かりました。もう男性が来なかったんですね。
J68CVggsswI-00064-00029202-00029558 でその女性もすごく落ちこ
J68CVggsswI-00065-00029559-00030048 落ち込んで人が死んでしまったからねそういう仕方ないですね
J68CVggsswI-00066-00030049-00030439 で、落ち込んでしまいまして、で、
J68CVggsswI-00068-00030544-00030786 自分の愛を
J68CVggsswI-00072-00031470-00032018 でその伝説があるからかこそこちらの岩ですねルーサー
J68CVggsswI-00073-00032019-00032541 薄が薄が岩となっておりますはい
J68CVggsswI-00074-00032542-00032868 で、留守具合は都留守具合は浜?
J68CVggsswI-00076-00033027-00033548 Googleマップによって留守街は浜なんですが
J68CVggsswI-00078-00033866-00034177 ちょっと刃物の様子がしないんだけど
J68CVggsswI-00079-00034178-00034395 一応
J68CVggsswI-00080-00034396-00034721 はい頑張ってやってみます
J68CVggsswI-00082-00035008-00035607 時間的には大事なポイントなんですね私も雷の音をちょっと聞いてるんですが
J68CVggsswI-00084-00035887-00036271 もうすぐ2時に近づいてますでーきょー
J68CVggsswI-00085-00036272-00036838 そうですね実は雨が降るかどうか微妙な天気予報で
J68CVggsswI-00086-00036839-00037869 で、まあ私、いつかばちかと思って、じゃあちょっと、ちょっと、じゃあちょっと、泳いでみましょうかね。
J68CVggsswI-00090-00038747-00039640 入る場所があったようだ確認してみましょうこちらはこの石がございます
J68CVggsswI-00093-00039867-00040496 今回は浜ですよ。浜と書いてあるんだから浜はお行きください。
