-4ff7nskf1y-00000-00000027-00000399 トンプソンハウス来ました
zPtCm_o7nXQ-00136-00039512-00039771 保険をかけておけば
zPtCm_o7nXQ-00137-00039772-00040060 この時初めて株式会社ってみんなでお金積もって
zPtCm_o7nXQ-00138-00040061-00040515 この貿易しようよみたいなえー
zPtCm_o7nXQ-00139-00040516-00040812 そしたら儲かるからでも大失敗して
zPtCm_o7nXQ-00140-00040813-00040992 時のために保険かけようみたいな
zPtCm_o7nXQ-00141-00040993-00041301 ができるようなそういう大きな
zPtCm_o7nXQ-00142-00041302-00041523 ムーブメントになるような貿易だったわけです
zPtCm_o7nXQ-00143-00041524-00041908 3つの都市が
zPtCm_o7nXQ-00144-00041909-00042145 ブラジル大きく分けてブラジルカリブカ
zPtCm_o7nXQ-00145-00042146-00042250 最初国
zPtCm_o7nXQ-00146-00042251-00042664 アメリカ北部のミシシッピラ河口あたり
zPtCm_o7nXQ-00147-00042665-00042988 この3つの都市に無人は流れていく
zPtCm_o7nXQ-00148-00042989-00043378 ですねでそのその現地の音楽と黒人
zPtCm_o7nXQ-00149-00043379-00043676 結びついた
zPtCm_o7nXQ-00150-00043677-00043970 いろいろそのキューバ
zPtCm_o7nXQ-00151-00043971-00044312 ブラジルニューオリンズでできた黒人音楽っていう
zPtCm_o7nXQ-00152-00044313-00044579 と何でしょ99バーはキューバー そもそも
zPtCm_o7nXQ-00153-00044580-00045023 キューバの特産物の農園で農園何ができ
zPtCm_o7nXQ-00154-00045024-00045112 でしょう
zPtCm_o7nXQ-00155-00045113-00045398 ゆうか暑いとこ暑いとこ
zPtCm_o7nXQ-00156-00045399-00045720 なんかもうきゅうりとかキウイとか
zPtCm_o7nXQ-00159-00046296-00046493 急に引っ張られすぎだけども
zPtCm_o7nXQ-00160-00046494-00046883 沖縄の特産物
zPtCm_o7nXQ-00162-00047190-00047504 トロピカルなもの
zPtCm_o7nXQ-00163-00047505-00047862 プロピカルなもの?
zPtCm_o7nXQ-00165-00048035-00048704 すごいとこ行ったねんいやーいいですななかなか
zPtCm_o7nXQ-00166-00048705-00049268 トロピカル感ないなぁトロピカル感ないかぁ?
zPtCm_o7nXQ-00168-00049516-00049993 そう、そう、そう、サトウキリンで。
zPtCm_o7nXQ-00169-00049994-00050267 そういうのないじゃん
zPtCm_o7nXQ-00170-00050268-00050492 サトウキビができて
zPtCm_o7nXQ-00172-00050733-00050994 グラム種ってだから
zPtCm_o7nXQ-00173-00050995-00051302 こうヨーロッパのお菓子ラム酒使われそういや
zPtCm_o7nXQ-00175-00051372-00051650 あれだからこのキューバから足し入れ
zPtCm_o7nXQ-00177-00051771-00052016 ということで、LatchNとかSantaとか
zPtCm_o7nXQ-00179-00052095-00052373 旧画とかはえっと
zPtCm_o7nXQ-00180-00052374-00052622 カリブ海食がいっぱいあってレゲエとか
zPtCm_o7nXQ-00182-00052888-00053262 電子を入れる音楽は大体ここでできます
zPtCm_o7nXQ-00183-00053263-00053679 ブラジルブラジル行ってみようブラジル
zPtCm_o7nXQ-00185-00053779-00054012 ブラジルブラジルといえば
zPtCm_o7nXQ-00186-00054013-00054251 ブラジルといえば?
zPtCm_o7nXQ-00187-00054252-00054535 ブラシルといえばサッカー
zPtCm_o7nXQ-00189-00054664-00055041 それぐらい出てくるかなと思って
zPtCm_o7nXQ-00190-00055042-00055500 よかった日本の反対側日本の反対側そうだ
zPtCm_o7nXQ-00192-00055777-00056267 黄色のイメージカラー
zPtCm_o7nXQ-00193-00056269-00056466 そうそうそうそうブラジル
zPtCm_o7nXQ-00194-00056466-00056804 ブラジルといえば大きな人が
zPtCm_o7nXQ-00195-00056805-00057174 日本の裏っていうのがいいね
zPtCm_o7nXQ-00196-00057175-00057629 ブラジルはね農産物の
zPtCm_o7nXQ-00197-00057630-00057766 産物
zPtCm_o7nXQ-00198-00057766-00057979 農産物
zPtCm_o7nXQ-00199-00057980-00058141 うらじるヒント
zPtCm_o7nXQ-00200-00058142-00058325 ヒント
zPtCm_o7nXQ-00202-00058446-00058577 ヨーグルト
zPtCm_o7nXQ-00204-00058785-00059240 オレンジ
zPtCm_o7nXQ-00208-00059942-00060365 牛乳牛乳きたなやっぱり牛製品好きだね
zPtCm_o7nXQ-00209-00060366-00060871 パンと一緒に飲もうなパン食べながら
zPtCm_o7nXQ-00212-00061408-00061759 そうですよなのでコンフマメでサンバとかも
zPtCm_o7nXQ-00215-00062066-00062197 で、ニューヨーリンズ
zPtCm_o7nXQ-00216-00062198-00062424 まあニオリーズって言ったらまあアメリカ南部
zPtCm_o7nXQ-00218-00062641-00062890 何が
zPtCm_o7nXQ-00220-00063132-00063435 アメリカ野球だね確かに
zPtCm_o7nXQ-00221-00063436-00063799 キューバはパレーボールだねあ
zPtCm_o7nXQ-00222-00063800-00064555 バルフォール強かった気がするえ、ボルトはどこですか?ボルトってキューブのやつでした?ウサギの
zPtCm_o7nXQ-00223-00064556-00064891 ブルト9ばかって?
zPtCm_o7nXQ-00225-00065135-00065412 男性いっちゃう
zPtCm_o7nXQ-00226-00065413-00065619 そうそうそうそうよく知ってるね
zPtCm_o7nXQ-00227-00065620-00065865 スポーツ結構あるよね
zPtCm_o7nXQ-00228-00065866-00066144 ゴリゴリの農産物まあこれちょっと難しい
zPtCm_o7nXQ-00229-00066145-00066275 いいかな
zPtCm_o7nXQ-00230-00066276-00066580 ハマータイムとか歌わなかった?
zPtCm_o7nXQ-00231-00066581-00066747 サマータイム
zPtCm_o7nXQ-00234-00067405-00067679 なかったあのやず文化になってる
zPtCm_o7nXQ-00235-00067680-00068141 歌ってない? えーと結構みんな最初歌う曲だった
zPtCm_o7nXQ-00237-00068331-00068708 はいっていうことで漁業か漁業ね
zPtCm_o7nXQ-00239-00068875-00069033 民家プランテーションのために連れてくる
zPtCm_o7nXQ-00240-00069034-00069258 おられる。ここでブルースとかジャズが出る。
zPtCm_o7nXQ-00242-00069397-00069660 じゃあそもそもブルースって何や
zPtCm_o7nXQ-00243-00069661-00069884 話なんですが
zPtCm_o7nXQ-00245-00069987-00070337 ブルースって精神的な意味で
zPtCm_o7nXQ-00247-00070487-00070798 音楽フォーム音楽のジャンルのとしての
zPtCm_o7nXQ-00248-00070799-00071065 ブルースとブルージーなフレーズって
zPtCm_o7nXQ-00249-00071066-00071232 意味のブルースっていうのはちょっと
zPtCm_o7nXQ-00251-00071359-00071577 精神的な意味ではブルースって
zPtCm_o7nXQ-00252-00071578-00071738 入るって言うじゃん
zPtCm_o7nXQ-00254-00071862-00072071 どういう感じ?ブルハル。
zPtCm_o7nXQ-00255-00072072-00072469 なんかナーバスナーバス
zPtCm_o7nXQ-00256-00072470-00072736 そうそう落ち込んでる感じだからその
zPtCm_o7nXQ-00257-00072737-00072987 奴隷として連れてこられてるから
zPtCm_o7nXQ-00258-00072988-00073421 D.C.すごく
zPtCm_o7nXQ-00259-00073422-00073742 そういう形で歌い出したものがブルースに
zPtCm_o7nXQ-00260-00073743-00074054 ブーブー
zPtCm_o7nXQ-00261-00074055-00074412 と思うけど そういう曲があって
zPtCm_o7nXQ-00262-00074413-00074839 俺の人生ブルースだぜみたいな
zPtCm_o7nXQ-00263-00074840-00074938 要はこう
zPtCm_o7nXQ-00264-00074939-00075208 いろいろ男のロマンというか
zPtCm_o7nXQ-00265-00075209-00075346 ことがあって
zPtCm_o7nXQ-00266-00075347-00075607 強いてあげられてでもこうなんか
zPtCm_o7nXQ-00267-00075608-00075949 大人の男の子かっこよさみたいなイメージが
zPtCm_o7nXQ-00269-00076177-00076468 精神的な意味だろうと思います
zPtCm_o7nXQ-00270-00076469-00076735 柳瀬ブルースは後で説明
zPtCm_o7nXQ-00271-00076736-00077119 ブースと全く違う
zPtCm_o7nXQ-00273-00077309-00077674 んだけど柳瀬の男の生き様みたいな
zPtCm_o7nXQ-00274-00077675-00077845 意味でのブルースっていうのを使ってるんで
zPtCm_o7nXQ-00275-00077846-00079732 a コップいいそうそうブルージーなフレーズってやったけどこれがこのペンタトニックスケールて聞いたことないですあのこうこの赤がこの
zPtCm_o7nXQ-00276-00079733-00080047 どうだとすると
zPtCm_o7nXQ-00277-00080048-00080212 言って分かるでしょ
zPtCm_o7nXQ-00278-00080213-00080461 分かります
zPtCm_o7nXQ-00279-00080462-00080737 からこうやっていくとでその時にねじゃ
zPtCm_o7nXQ-00280-00080738-00081125 の曲なのにこの青い音を使うんですよ
zPtCm_o7nXQ-00281-00081126-00081222 押すと
zPtCm_o7nXQ-00283-00081371-00081769 これもうマイナーの音じゃんだけど
zPtCm_o7nXQ-00284-00081770-00081987 ハーモニーの上で
zPtCm_o7nXQ-00286-00082144-00082359 そういうと使うんですよ
zPtCm_o7nXQ-00287-00082360-00082671 おしまい
zPtCm_o7nXQ-00290-00082952-00083366 こういう音使うみたいなあとこの
zPtCm_o7nXQ-00294-00084552-00084722 家の鬼太郎じゃん
zPtCm_o7nXQ-00295-00084723-00084998 確かに。 驚々しい。
zPtCm_o7nXQ-00297-00085360-00085538 これブルーノートだよな
zPtCm_o7nXQ-00300-00085922-00086011 スモークオンザオート
zPtCm_o7nXQ-00302-00086152-00086511 かっこいいとこれは要はだって暮らし
zPtCm_o7nXQ-00303-00086512-00086773 3のノートでこうマイナー3コン
zPtCm_o7nXQ-00304-00086774-00087051 この音なんか絶対使っちゃダメじゃん
zPtCm_o7nXQ-00305-00087052-00087391 神さんのさだけどこう
zPtCm_o7nXQ-00306-00087392-00087458 要はこう
zPtCm_o7nXQ-00308-00087839-00088020 こういう感じの音図です
zPtCm_o7nXQ-00311-00088637-00088843 秘密マンコちゃんって曲知らん?
zPtCm_o7nXQ-00312-00088844-00089362 あんこちゃーんあんこちゃん 走ってるーあれ、えーと
zPtCm_o7nXQ-00316-00090319-00090496 これがBlue Noteだ
zPtCm_o7nXQ-00317-00090497-00090750 いやこれってあの秘密の赤
zPtCm_o7nXQ-00318-00090751-00091083 ブルースなボード進行が
zPtCm_o7nXQ-00319-00091084-00091359 コード信号っていうのは1度から1度から
zPtCm_o7nXQ-00320-00091360-00091557 これはまあ、あの、えーと
zPtCm_o7nXQ-00321-00091558-00091971 ドミソ
zPtCm_o7nXQ-00325-00092693-00092980 よく聞いたことない?こういうサウンド
zPtCm_o7nXQ-00326-00092981-00093550 要は元々は適当に歌ってて
zPtCm_o7nXQ-00327-00093551-00093820 ブルージーな音で4度から1度
zPtCm_o7nXQ-00328-00093821-00094045 から1行ったり4から1行ったり5から
zPtCm_o7nXQ-00329-00094046-00094315 言ってたんだけど
zPtCm_o7nXQ-00330-00094316-00094480 やるんだったらもうこれ1回ずつやろう
zPtCm_o7nXQ-00331-00094481-00094784 音楽フォームとして決まってて
zPtCm_o7nXQ-00332-00094785-00095331 ハーモニーが鳴るやつをブルースと言うへー
zPtCm_o7nXQ-00333-00095332-00095610 だからもうだから秘密のアコ
zPtCm_o7nXQ-00334-00095611-00095715 ちゃんってだから
zPtCm_o7nXQ-00339-00096687-00096883 ごちそうさまでした
zPtCm_o7nXQ-00340-00096884-00097060 やってるからこのままブルース
zPtCm_o7nXQ-00341-00097061-00097306 よいい すご
zPtCm_o7nXQ-00342-00097307-00097537 こういうのをブルースって言うんですよ
zPtCm_o7nXQ-00343-00097538-00097824 なるほど
zPtCm_o7nXQ-00344-00097825-00098219 ロックンロール県庁素材地って昔
zPtCm_o7nXQ-00345-00098220-00098468 ミニモニーが歌ってた
zPtCm_o7nXQ-00346-00098469-00098780 モーニング娘。もうでも世代じゃないのかも。
zPtCm_o7nXQ-00347-00098781-00099015 保育園の時とかですよ
zPtCm_o7nXQ-00349-00099105-00099554 森高千里が作った曲だけどあれもブリー
zPtCm_o7nXQ-00350-00099555-00099950 あとはその まあプレスリーとかが歌ってた
zPtCm_o7nXQ-00351-00099951-00100200 曲とかあと
zPtCm_o7nXQ-00352-00100201-00100458 ビートルズの初期の頃も曲は全部ブルース
zPtCm_o7nXQ-00353-00100459-00100660 進行の議論
zPtCm_o7nXQ-00354-00100661-00101106 こういう音使いがこのこういうこの青の音
zPtCm_o7nXQ-00355-00101107-00101434 使った音がちょっと暗い感じがするじゃん
zPtCm_o7nXQ-00357-00101744-00101984 こういうのってジャズのメロディでよく出てる
zPtCm_o7nXQ-00358-00101985-00102169 こういうのブルージーな音が
zPtCm_o7nXQ-00360-00102367-00102766 こういうのをブルージーな音使いという
zPtCm_o7nXQ-00361-00102767-00102913 ブルージーなフレーズっていうの
zPtCm_o7nXQ-00362-00102914-00103183 こういう音を使うとブルージーに聞こえる
zPtCm_o7nXQ-00363-00103184-00103381 みたい
zPtCm_o7nXQ-00364-00103382-00103608 まあこの音でおっしゃいいいってもんではないんだけど
zPtCm_o7nXQ-00365-00103609-00104072 こういう音を使うとちょっとこの
zPtCm_o7nXQ-00366-00104073-00104380 フラットした感じのちょっと暗い感じ
zPtCm_o7nXQ-00367-00104381-00104734 暗い雰囲気をブルースな雰囲気を出すために
zPtCm_o7nXQ-00368-00104735-00105074 それをこのブルース
zPtCm_o7nXQ-00369-00105075-00105352 もフォームでやるとこういうジャズ
zPtCm_o7nXQ-00370-00105353-00105533 ブルースやろうか
zPtCm_o7nXQ-00372-00105655-00105921 最初のここのスタートが決まれば1度だから
zPtCm_o7nXQ-00373-00105922-00106127 これがCだったら国会
zPtCm_o7nXQ-00374-00106128-00106483 始まるしEがFだったら
zPtCm_o7nXQ-00375-00106484-00106865 ここから始まるここがわかるわかりますねキーが
zPtCm_o7nXQ-00376-00106866-00107081 最初のスタートの方がどうかな
zPtCm_o7nXQ-00378-00107382-00107576 県情報が一緒じゃんみたいな
zPtCm_o7nXQ-00379-00107577-00107831 スタートの音だけ決まったらよしブルー
zPtCm_o7nXQ-00381-00108015-00108248 って決めたらスタートかねって決めたら
zPtCm_o7nXQ-00382-00108249-00108408 から始めた
zPtCm_o7nXQ-00383-00108409-00108739 このファが1だとすると
zPtCm_o7nXQ-00384-00108740-00108960 フラットが4度行け
zPtCm_o7nXQ-00385-00108961-00109086 で、ドが
zPtCm_o7nXQ-00386-00109088-00109533 5になると でやると平行移動して曲
zPtCm_o7nXQ-00387-00109533-00109840 繰り返しなんですか
zPtCm_o7nXQ-00388-00109841-00110083 ずっとこれの繰り返しの
zPtCm_o7nXQ-00389-00110083-00110395 ずっとそれだけで音楽をやっている
zPtCm_o7nXQ-00390-00110396-00110668 最初1回目メロディがあって
zPtCm_o7nXQ-00391-00110669-00110883 ブルースの方が2回ぐらいやるんだけど
zPtCm_o7nXQ-00392-00110883-00111258 2回目をジャズの場合はこの1の中にこう
zPtCm_o7nXQ-00393-00111258-00111485 ここに1回4入れたりとか
zPtCm_o7nXQ-00394-00111486-00111732 ちょっと色々この大枠からちょっと細かい
zPtCm_o7nXQ-00395-00111733-00112023 ところを開けるんだけどこういう曲を演奏して
zPtCm_o7nXQ-00396-00112024-00112178 奮闘していくのをブルース
zPtCm_o7nXQ-00397-00112179-00112398 やろうかというとメロディー吹く人
zPtCm_o7nXQ-00398-00112399-00112604 ブルースの何でもいいんだけどその
zPtCm_o7nXQ-00399-00112605-00112847 キーのメロディを適当に吹いて
zPtCm_o7nXQ-00401-00113084-00113520 最後にメロディに戻ったら完成
zPtCm_o7nXQ-00402-00113521-00113668 かっこよ
zPtCm_o7nXQ-00403-00113669-00113879 という感じでやるんですけど
zPtCm_o7nXQ-00404-00113880-00114164 だからどうですかなんかジャズって今まで
zPtCm_o7nXQ-00405-00114165-00114356 のイメージとちょっと違う
zPtCm_o7nXQ-00406-00114357-00114656 なんかもう本当に全部がアドリブみたいな
zPtCm_o7nXQ-00407-00114657-00114846 イメージあったんですよ
zPtCm_o7nXQ-00408-00114847-00115233 まあ一応でもだか最初の12小節だけ まあ
zPtCm_o7nXQ-00409-00115233-00115488 2回やると24小節だけがメロディーで
zPtCm_o7nXQ-00410-00115489-00115709 アドリブなんだけどちゃんとこの
zPtCm_o7nXQ-00411-00115710-00115883 フォーマーを追うのねうん
zPtCm_o7nXQ-00412-00115883-00116209 ちゃんと形式があるんだなって
zPtCm_o7nXQ-00413-00116210-00116386 変化はありました
zPtCm_o7nXQ-00414-00116388-00116645 みんな結構ねそういうところらへんがね
zPtCm_o7nXQ-00415-00116646-00116926 そういうふうに思うんですよ
zPtCm_o7nXQ-00416-00116927-00117130 まあ僕らがちょっと演奏した定番
zPtCm_o7nXQ-00417-00117131-00117388 このビリーズバウンスって曲がこれがまあ
zPtCm_o7nXQ-00418-00117389-00117622 ブルースなのでちょっと聞いてみたいと思います
zPtCm_o7nXQ-00419-00117623-00117880 じゃあこれはねこのキーが
