c9wg9nmod64-00000-00000048-00000316 寝たらスマホを出たいんだけど。来年。
h3F9XaLZIwy-00365-00125994-00126190 方もできる動画とはなっております
h3F9XaLZIwy-00366-00126191-00126460 まだね前回のお寿司屋さんの動画見て
h3F9XaLZIwy-00367-00126461-00126773 ないよって方は ぜひそちらもご覧
h3F9XaLZIwy-00368-00126774-00127049 いただければと思います ということで
h3F9XaLZIwy-00369-00127050-00127295 のこの辺コーナーはこんな感じ とさせていただきます
h3F9XaLZIwy-00370-00127296-00127481 いただきたいと思います
h3F9XaLZIwy-00371-00127482-00127643 色々コメント拾いたかったんだけど
h3F9XaLZIwy-00372-00127644-00127978 あまりにもこの2つのコメントが多すぎて
h3F9XaLZIwy-00373-00127979-00128063 のでバス
h3F9XaLZIwy-00374-00128064-00128327 してお話をさせていただきました
h3F9XaLZIwy-00375-00128328-00128525 次の動画でまたお会いしましょう。
h3F9XaLZIwy-00376-00128526-00128689 じゃあね
h8A3af_6BzA-00004-00000835-00001317 非常に印象的だったのが出会って速攻で言ったセリフ
h8A3af_6BzA-00005-00001318-00001673 この人がどんな女がタイプだったのか
h8A3af_6BzA-00006-00001675-00002214 アドリブスって変なこと言ってるキャラクターいるでしょいきなり聞きましたね
h8A3af_6BzA-00007-00002215-00002700 このなんかパンチラインというかなんですか このセリフに惚れたしなんか俺もそうだ
h8A3af_6BzA-00009-00002788-00003309 近頃初めましてっていう人に出会った時に初めましてあの声優の木村さん
h8A3af_6BzA-00011-00003364-00003768 ちなみにお伺いしていいですか? 簡単でしょ?どんなタイプですか?
h8A3af_6BzA-00012-00003769-00004303 絶対やめた方がいい行く先でそれは絶対違うと思う
h8A3af_6BzA-00013-00004304-00004731 違う?いや、でもね、それなんとなく相手のこのサインを
h8A3af_6BzA-00014-00004732-00006439 やっぱ好みでどんな人なのかなっていうのはわかるってなったりと思ったねまあね なんか男同士ならでも許してくれそうなピンクとあるけどじゃあ女性が入ってあったとする アンディーができたと言うと始めちゃうをやっすん
h8A3af_6BzA-00015-00006440-00006800 どんな男が大変です?はい
h8A3af_6BzA-00016-00006801-00006931 お兄ちゃん
h8A3af_6BzA-00018-00007051-00007509 何は?NGよ。違うの違うの。俺が描いてたエピソードはそれじゃない。
h8A3af_6BzA-00019-00007509-00007926 違うどうやってやべえ成功はめっちゃきついんだなこの人初めまして
h8A3af_6BzA-00020-00007927-00008262 声優の木村つばりですどんな男のタイプですか?え、私ですか?
h8A3af_6BzA-00021-00008263-00008832 私が背が大きくて包容力があって 目鼻と血がはっきりとしてて
h8A3af_6BzA-00022-00008833-00009006 小太りな人です
h8A3af_6BzA-00025-00009515-00009820 気持ちが溢れたってことについて
h8A3af_6BzA-00026-00009821-00010038 俺たちもう
h8A3af_6BzA-00027-00010039-00010404 やってたんだな有名コーナーやりたいな
h8A3af_6BzA-00028-00010405-00011073 ちゃうよ!東道といえばもう存在しなかった精神を妄想するもん
h8A3af_6BzA-00029-00011074-00011788 東道よもうあれでいいでいいんだ俺の嘘のいい
h8A3af_6BzA-00030-00011789-00012234 右へ行くか左へ行くかどうだい
h8A3af_6BzA-00031-00012235-00012686 どうだい僕と違う
hOJys6MCEQo-00000-00000028-00000522 それでは今日の計算基礎学1の授業を始めたいと思います
hOJys6MCEQo-00001-00000523-00001029 前回はこのような内容でやっておりました
hOJys6MCEQo-00002-00001030-00001277 前回計算量
hOJys6MCEQo-00004-00001438-00001692 の概念
hOJys6MCEQo-00005-00001693-00001862 こう
hOJys6MCEQo-00006-00001863-00002195 やりましてそれから後不合なし
hOJys6MCEQo-00007-00002196-00002875 多倍調整数の加算の計算量について調べてあとは符号付きの多倍調整数の表現に
hOJys6MCEQo-00008-00002876-00003040 ついて行いました
hOJys6MCEQo-00009-00003041-00003704 それも一変するた公式の話に進みまして一変するた公式の加算のアルゴリズムとその
hOJys6MCEQo-00010-00003704-00003861 計算量について見ていきました
hOJys6MCEQo-00012-00004105-00004692 今回は一線相対公式の加算アルゴリズムに関連する話題としまして
hOJys6MCEQo-00013-00004693-00005124 一平数多項式のコーナー法について説明します
hOJys6MCEQo-00014-00005125-00005786 その中で特に、放射能法の応用として、皮膚整数の2進10進変換ですとか、
hOJys6MCEQo-00016-00005937-00006103 日清受信変化の話を
hOJys6MCEQo-00018-00006199-00006489 紹介します
hOJys6MCEQo-00019-00006490-00006930 ということでまずテキストの方は18ページのコーナー
hOJys6MCEQo-00020-00006931-00007403 2.2.2節のフォーナー法から始めますので持っている人は
hOJys6MCEQo-00021-00007404-00007959 参照してください
hOJys6MCEQo-00022-00007959-00008555 まずここで話題にするのは多項式の評価と呼ばれる計算です
hOJys6MCEQo-00023-00008556-00009110 ここではまずAXをこちらの形で与えられる
hOJys6MCEQo-00024-00009111-00009530 一変数多項式としますN字の多項式ですね
hOJys6MCEQo-00025-00009531-00010023 変数をxとして係数は整数とします
hOJys6MCEQo-00026-00010024-00010421 ここであとはこのx0という整数を
hOJys6MCEQo-00027-00010422-00010884 取ってきましてやりたいことは
hOJys6MCEQo-00028-00010885-00011435 多項式AX2の変数AX2X0を代入したAX0の値を求めると
hOJys6MCEQo-00029-00011436-00011666 ということです。
hOJys6MCEQo-00030-00011667-00012071 この計算、もしくはこの操作をですね
hOJys6MCEQo-00031-00012072-00012410 この計算基数学ではxイコールaxで
hOJys6MCEQo-00033-00012440-00012652 xの値を評価すると
hOJys6MCEQo-00034-00012653-00013355 いうふうに読みます英語で言うとEvaluateという言葉が対応します
hOJys6MCEQo-00035-00013356-00013991 そこでその多項式の評価のまず素朴な方法を見ていきますとこういう形になるかと
hOJys6MCEQo-00036-00013993-00014094 と思います
hOJys6MCEQo-00037-00014094-00014444 今AXをこのような形で与えられた
hOJys6MCEQo-00038-00014445-00015000 4次の多項式としましょうそれからx0を10としまして
hOJys6MCEQo-00039-00015001-00015355 このax2のxに10を代入した値を計算してみます
hOJys6MCEQo-00040-00015356-00015497 そういうことにします
hOJys6MCEQo-00041-00015499-00016350 そうしますと、我々がこれまで親しんでいる方法ですと、
hOJys6MCEQo-00042-00016351-00017451 5x4乗プラス3x3乗…というものを各xに10を代入しているわけですね
hOJys6MCEQo-00043-00017452-00017497 こういう形で
hOJys6MCEQo-00044-00017498-00017922 Aの10という値が計算できるわけなんですが
hOJys6MCEQo-00045-00017923-00018658 我々がここで注目するのはそのAの順を計算するのに一体何回の速演算
hOJys6MCEQo-00046-00018659-00019082 整数の測演算が必要かということです
hOJys6MCEQo-00047-00019083-00019383 そうしますと
hOJys6MCEQo-00048-00019384-00019902 この式を展開を見てですね皆さんもすぐパッとわかると思います
hOJys6MCEQo-00049-00019903-00020016 ますけれども
hOJys6MCEQo-00050-00020017-00020235 例えば1時の
hOJys6MCEQo-00051-00020236-00020769 こうですね1時の高8 x っていうのにところに x に10を代入してそのあては
hOJys6MCEQo-00052-00020770-00021090 計算しようと思ったらここでかけ算が1回生じるわけですね
hOJys6MCEQo-00053-00021091-00021451 同じように
hOJys6MCEQo-00054-00021452-00022147 2次の項では掛け算が2回、3次の項では掛け算が3回というふうに、
hOJys6MCEQo-00055-00022148-00022317 掛け算が
hOJys6MCEQo-00056-00022318-00022455 1回ずつ
hOJys6MCEQo-00057-00022456-00022666 生じることはない
hOJys6MCEQo-00058-00022667-00023068 そうすると、じゃあ全体としてその何回
hOJys6MCEQo-00059-00023069-00023663 その上段が必要かというとこちらの下の方の式にありますように
hOJys6MCEQo-00060-00023664-00023959 まあ
hOJys6MCEQo-00061-00023960-00024370 1からnまでのjの和ですね
hOJys6MCEQo-00062-00024371-00024733 が必要になりますそうするとこれは
hOJys6MCEQo-00063-00024734-00025301 皆さんもよく知っている数列でしょうから
hOJys6MCEQo-00064-00025302-00025694 その和は2分のnのカットは2プラス1になるということで
hOJys6MCEQo-00065-00025695-00026112 ラジオで評価するとオーダーのN2乗の
hOJys6MCEQo-00066-00026113-00026404 回数になるということで
hOJys6MCEQo-00067-00026405-00027073 ですのでこれは何を言っているかというとそのN字の多項式の値を評価するのに
hOJys6MCEQo-00068-00027074-00027799 こういう素朴な方法を使うとそこで必要な乗算の回数というのは大体
hOJys6MCEQo-00069-00027800-00028454 タコシの実数ですね 二乗に比例するということを言っています
hOJys6MCEQo-00070-00028455-00028741 ところが
hOJys6MCEQo-00071-00028742-00029386 皆さんの中には高校でですね 常用定理とか組み立て情報っていう方法
hOJys6MCEQo-00072-00029387-00029920 習った人もいるかと思いますが組み立て 女校を習った覚えてる人はどのぐらい
hOJys6MCEQo-00073-00029920-00030227 ますか
hOJys6MCEQo-00074-00030228-00030454 若干はいわかりました
hOJys6MCEQo-00075-00030455-00031204 ということで、高校でも出てくることもあるこの組み立て情報というのが実は今回
hOJys6MCEQo-00076-00031205-00031591 説明する方法につながっております
hOJys6MCEQo-00077-00031592-00032307 そこでまずその常用定理というのを復習しますと 次のような定理だったんですけれども
hOJys6MCEQo-00078-00032308-00032622 今ここではAXを
hOJys6MCEQo-00079-00032623-00032915 整形数の多項式として
hOJys6MCEQo-00080-00032916-00033545 x0というのを整数とします。この時にaxをx-x0という1
hOJys6MCEQo-00081-00033546-00033878 多項式で割った乗与はその ax
hOJys6MCEQo-00082-00033879-00034592 をX0で評価した値に等しいというのがこの重要定義でした
hOJys6MCEQo-00083-00034593-00034693 で
hOJys6MCEQo-00084-00034694-00035009 その状況定理を用いた
hOJys6MCEQo-00085-00035010-00035623 これは一部の高校の教科書にも紹介されておりますけれども
hOJys6MCEQo-00086-00035624-00036154 こういう方法でその常用を計算していたはずです
hOJys6MCEQo-00087-00036155-00036414 一応ちょっとこれも
hOJys6MCEQo-00088-00036415-00036564 まあ
hOJys6MCEQo-00089-00036565-00037074 初めてやるとか忘れたとかいう人もいるかもしれませんし
hOJys6MCEQo-00090-00037075-00037599 あとは一応この教材のビデオ収録上のこともありますので
hOJys6MCEQo-00091-00037600-00037832 一通り見ていきましょう
hOJys6MCEQo-00092-00037833-00038166 この計算の仕方は
hOJys6MCEQo-00093-00038167-00038399 まず
hOJys6MCEQo-00094-00038400-00038711 与えられた多項式ですね、このaxの係数を
hOJys6MCEQo-00095-00038712-00038866 このように
hOJys6MCEQo-00096-00038867-00039187 工事の項から順番に
hOJys6MCEQo-00097-00039188-00039531 と書いていきます
hOJys6MCEQo-00098-00039532-00039843 こんな感じの線を引っ張ってですね
hOJys6MCEQo-00099-00039844-00040335 ここに代入する値10を書きます
hOJys6MCEQo-00101-00040461-00040847 それとですね、まず最初にやることは、
hOJys6MCEQo-00102-00040848-00041210 最高値の係数ですね、sの5を
hOJys6MCEQo-00103-00041211-00041695 横に引いた直線の下に書きます
hOJys6MCEQo-00104-00041696-00042471 次にこの5にこの x0をかけた値を
hOJys6MCEQo-00105-00042472-00043062 この隣の右どりの係数3の下に書きます
hOJys6MCEQo-00107-00043178-00043810 そうしましたらここですねこの3と50と縦に並んだ急須が出てきますので
hOJys6MCEQo-00108-00043811-00044233 この係数の和をさらに50の下ですね
hOJys6MCEQo-00109-00044234-00044605 50の下の直線の下のところに書きます
hOJys6MCEQo-00110-00044606-00045133 次に、この53にこのx0である10をかけた値、
hOJys6MCEQo-00111-00045134-00045677 530になりますが、これを今度また右の際の係数-2の下に書きます。
hOJys6MCEQo-00113-00045784-00046440 次にこのマイナスイント530の和を、この530の下の直線の下に書きますと528ですね。
hOJys6MCEQo-00114-00046441-00046594 で
hOJys6MCEQo-00115-00046595-00046943 という計算をさらっと2ステップ繰り返すことで
hOJys6MCEQo-00116-00046944-00047978 最終的にこの与えられた多項式xの定数項-10の下の直線の下にある
hOJys6MCEQo-00117-00047979-00048701 値が52,870という値になりますけれどもこれがちょうど加工式上に10を代入
hOJys6MCEQo-00118-00048702-00048903 値になるって言うんですね
hOJys6MCEQo-00119-00048904-00049404 じゃあこの図を使ってですね
hOJys6MCEQo-00121-00049566-00050111 家の重量が52,870になったという計算はどのようにしてられたか
hOJys6MCEQo-00122-00050112-00050534 こちらのスライドの下のシーンにあるように
hOJys6MCEQo-00123-00050535-00050798 計算されたわけです
hOJys6MCEQo-00124-00050799-00050905 と
hOJys6MCEQo-00125-00050906-00051514 ここにありますように、この5×というのは、ちょうどこの部分で
hOJys6MCEQo-00127-00051575-00052020 ここの5を10倍して3を加えて53になりました
hOJys6MCEQo-00128-00052021-00052722 それに10をかけて2を引きましたというのがこの部分の計算です
hOJys6MCEQo-00129-00052723-00053146 さらに10をかけて8を加えますと
hOJys6MCEQo-00130-00053147-00053647 部分の計算で最後にgをかけてgを引きましたとなるとこの部分の計算ができるんですね
hOJys6MCEQo-00131-00053648-00054011 ということで
hOJys6MCEQo-00132-00054012-00054485 組み立て手法で習ったやり方はこういうやり方だったんですけれども
hOJys6MCEQo-00133-00054486-00055166 一般にそのAXとしてそのNGの多項式が与えられたときにそのX0を代入すると
hOJys6MCEQo-00134-00055166-00055307 して
hOJys6MCEQo-00135-00055308-00056010 評価する場合にこのような形で計算すると今の組み立て情報のような形で計算する方法は
hOJys6MCEQo-00136-00056011-00056409 実は法な法という方法で知られています
hOJys6MCEQo-00137-00056410-00056568 こういう形になるわけですね
hOJys6MCEQo-00138-00056569-00057273 このホーナー法が欧米で知られるようになったのは少なくとも論文が出たのは19世紀
